CapShape,CapSurface,CapColor,Bruises,Odor,GillAttachment,GillSpacing,GillSize,GillColor,StalkShape,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilType,VeilColor,RingNumber,RingType,SporeColor,Population,Habitat,Edible
k,g,b,t,m,a,c,n,h,b,c,f,f,w,c,u,n,o,z,n,n,w,1
s,y,y,b,a,d,c,n,k,b,c,y,s,g,o,u,o,o,s,n,a,p,1
k,s,p,b,s,d,w,b,w,t,c,y,y,w,w,u,n,t,f,o,s,g,1
b,f,p,b,p,d,d,n,e,t,z,s,k,w,n,p,o,t,f,n,s,p,1
s,y,n,t,f,a,w,b,u,t,u,k,s,e,c,u,y,t,f,b,s,d,1
s,f,c,b,c,a,w,n,w,b,z,y,y,o,e,p,y,t,f,w,v,p,1
f,s,y,t,m,d,c,n,g,t,u,y,k,g,c,u,n,t,s,o,s,w,1
s,g,n,b,a,f,c,b,e,t,u,f,y,n,e,p,n,n,s,w,c,w,1
b,y,y,t,n,a,w,b,u,t,c,f,s,b,c,u,o,t,l,o,c,p,1
s,s,y,t,n,d,d,n,p,b,b,y,f,n,w,u,n,o,p,n,s,d,1
b,f,p,b,y,f,c,n,g,b,e,k,k,p,b,p,o,t,e,w,a,u,1
s,s,g,b,a,a,w,b,p,t,?,f,f,n,c,u,o,t,p,h,t,d,1
f,s,e,b,c,d,d,b,n,b,z,f,f,w,o,p,y,t,c,o,v,p,1
k,f,b,b,s,d,d,n,w,b,b,f,f,c,c,u,w,n,c,k,v,u,1
x,y,n,t,l,a,d,b,p,t,e,f,f,b,p,u,y,t,l,r,a,l,1
b,s,y,t,s,f,d,n,n,t,z,f,s,c,y,u,n,t,p,w,t,w,1
s,f,r,t,a,f,w,b,r,b,u,k,k,y,c,p,n,o,s,k,a,m,1
c,g,g,b,n,d,d,n,y,t,z,k,y,b,g,p,o,t,l,k,t,m,1
f,s,e,t,s,a,c,b,o,b,?,k,f,o,g,u,o,o,n,o,a,l,1
f,f,n,b,p,a,c,n,n,b,u,y,k,c,e,u,o,t,z,b,s,p,1
x,y,b,t,m,n,w,n,y,t,r,f,k,o,c,u,o,o,e,n,n,w,1
k,y,w,b,y,f,d,b,r,t,z,k,k,b,b,p,y,t,s,r,v,g,1
x,g,w,b,f,f,w,b,b,t,?,k,k,o,w,u,n,n,z,w,v,u,1
x,y,p,b,f,f,d,n,p,b,c,s,k,e,n,p,w,t,z,h,n,g,1
s,g,b,b,p,n,c,b,e,t,z,k,s,y,c,u,o,n,s,r,c,l,1
x,f,b,b,m,f,c,n,o,b,u,k,y,y,c,u,w,t,e,h,c,l,1
x,g,e,b,c,d,d,n,p,b,c,y,k,c,w,p,n,t,l,u,c,w,1
k,f,b,b,l,d,c,b,k,t,?,f,k,e,o,u,w,n,p,o,c,p,1
s,g,w,b,y,a,c,n,e,t,c,k,s,w,e,p,n,o,e,o,c,w,1
k,f,c,b,s,f,w,b,p,t,z,y,f,b,e,p,n,t,z,n,v,p,1
k,f,n,b,n,n,c,n,w,t,r,s,y,g,p,p,y,t,s,w,n,d,1
f,g,p,b,l,d,d,n,y,t,z,s,k,c,y,p,w,o,z,b,a,l,1
x,f,b,b,y,n,w,b,y,t,?,y,k,w,n,u,w,t,p,h,t,l,1
c,s,b,b,p,d,d,b,n,b,u,k,y,p,y,p,y,o,s,w,t,p,1
k,s,g,b,m,a,c,b,w,t,c,f,y,o,e,p,y,n,f,k,c,p,1
f,f,g,b,a,f,d,n,y,b,b,f,f,e,w,u,n,o,s,o,c,l,1
x,g,b,t,l,d,w,n,g,b,c,y,k,w,w,p,y,n,e,k,n,d,1
b,f,c,b,p,d,c,b,p,t,r,k,y,e,y,p,n,n,z,o,v,l,1
c,g,g,t,l,a,c,n,g,b,e,f,s,e,o,p,n,n,p,b,a,p,1
c,y,y,b,s,f,c,b,w,b,r,y,f,w,c,u,y,o,z,h,a,u,1
s,y,c,b,c,d,c,n,y,t,z,s,k,b,n,u,o,t,s,k,a,l,1
s,f,e,t,n,n,c,b,e,b,?,s,s,b,w,u,w,o,c,n,a,m,1
k,f,c,b,a,d,d,b,b,t,?,s,f,p,w,p,w,t,f,n,v,g,1
c,s,u,b,s,a,w,b,y,t,u,f,y,y,b,u,y,t,p,h,n,d,1
k,y,n,b,c,a,d,b,g,t,?,f,k,g,o,u,n,t,f,k,v,l,1
k,s,p,t,a,d,w,n,n,t,z,s,f,c,g,u,n,o,c,w,c,p,1
s,y,n,t,f,n,w,b,r,t,r,s,k,p,c,p,n,n,n,o,v,m,1
x,s,u,t,p,n,c,n,n,b,?,s,s,n,n,u,n,t,n,o,a,g,1
s,g,u,b,a,a,d,b,w,b,z,k,y,o,p,u,w,t,f,n,a,u,1
b,g,r,b,y,a,d,n,h,b,z,k,k,o,w,p,n,o,c,r,v,w,1
k,y,c,b,f,d,d,b,n,t,b,s,s,c,w,u,y,t,n,n,c,u,1
f,y,w,b,m,d,c,n,w,b,?,k,s,b,p,p,y,n,n,h,t,l,1
b,y,n,b,m,a,d,n,g,b,e,k,f,n,g,p,y,o,e,n,a,p,1
x,f,e,b,y,a,w,n,g,b,e,f,y,n,b,u,n,o,s,h,a,m,1
s,y,e,t,y,d,w,n,h,b,?,s,s,g,w,p,n,n,f,b,a,w,1
k,s,c,t,a,n,c,n,y,b,u,s,s,b,b,p,o,t,z,n,s,g,1
c,f,w,t,p,n,c,b,u,t,c,y,y,p,c,p,o,o,c,b,c,l,1
c,s,y,t,m,n,w,n,n,b,?,k,y,w,w,p,y,n,s,h,v,p,1
b,y,c,t,m,n,c,n,b,b,z,f,s,g,o,u,w,o,s,b,t,l,1
x,f,y,b,p,a,c,b,u,t,u,s,s,b,e,u,o,n,n,b,c,w,1
f,f,c,b,c,f,c,b,k,t,b,y,y,y,b,u,y,t,n,n,a,w,1
c,f,p,t,l,a,w,n,n,b,?,s,k,g,g,p,y,n,z,k,c,p,1
k,y,n,t,p,n,w,b,n,t,c,f,s,y,b,u,n,n,n,o,v,g,1
c,g,r,b,a,n,c,n,e,t,e,k,y,c,g,u,y,o,p,u,s,p,1
f,y,c,t,a,a,d,n,e,b,r,k,s,y,p,u,y,t,s,b,a,g,1
s,s,w,b,l,d,w,n,p,b,e,y,y,n,o,p,y,t,e,o,c,d,1
x,f,p,t,n,a,d,n,o,b,b,f,s,w,p,u,o,n,p,r,n,g,1
f,y,b,b,n,f,d,n,w,b,u,f,k,c,y,u,y,n,p,u,s,w,1
f,s,b,t,s,d,c,b,o,b,b,y,f,n,p,u,w,o,c,w,t,m,1
c,f,e,b,n,d,c,b,y,t,c,k,y,e,o,p,n,o,e,b,v,m,1
s,g,r,t,p,d,c,b,h,b,?,k,f,w,e,p,n,o,s,w,c,p,1
k,f,p,t,p,a,c,b,g,b,z,y,k,p,n,p,n,t,e,w,s,u,1
b,g,b,t,n,d,d,b,k,b,e,k,y,g,b,u,y,o,l,o,c,u,1
s,y,e,b,m,a,c,n,r,t,r,s,y,y,n,u,w,o,n,n,c,u,1
x,f,p,b,n,d,c,b,n,t,u,f,y,g,e,p,w,t,p,k,s,m,1
s,f,r,t,l,f,c,n,y,b,u,s,f,w,w,p,y,n,e,w,s,u,1
k,g,n,t,f,a,w,n,o,b,u,s,k,o,p,u,n,o,n,r,t,g,1
s,y,r,t,y,a,w,b,w,b,z,y,y,w,y,p,o,n,p,w,c,d,1
k,g,b,b,a,a,d,b,e,t,r,k,k,y,e,p,o,n,f,u,a,w,1
s,y,g,t,m,d,c,n,w,b,b,s,s,b,c,u,n,n,z,u,s,p,1
c,g,c,b,f,d,c,n,u,t,u,f,f,o,b,p,n,o,z,b,n,u,1
k,s,c,b,a,d,c,b,o,b,u,y,s,y,g,p,y,n,s,u,v,m,1
c,y,c,t,a,a,w,b,n,b,b,y,k,p,y,p,y,t,p,y,a,g,1
x,s,r,b,y,f,w,n,n,b,u,f,s,y,g,u,w,n,z,k,n,m,1
k,s,g,b,p,d,w,n,b,t,?,y,s,o,b,u,n,t,p,b,t,m,1
k,s,g,b,a,n,w,b,k,t,c,k,f,y,n,u,y,n,s,y,n,w,1
b,y,c,b,a,a,d,b,g,b,e,f,k,w,y,p,o,t,f,r,c,m,1
s,g,g,t,c,a,d,b,p,t,r,k,k,c,c,p,n,t,e,u,t,p,1
f,g,g,b,n,a,w,b,w,b,r,s,f,e,n,u,w,n,f,r,v,d,1
c,y,g,t,y,d,d,n,h,t,z,k,f,g,c,p,n,t,p,o,s,g,1
b,y,n,b,p,n,w,n,r,t,z,f,s,w,o,u,n,n,e,o,t,p,1
b,g,u,b,m,d,c,n,n,t,?,k,f,p,n,p,n,t,p,n,a,g,1
c,g,b,b,p,n,d,n,o,t,r,k,f,n,y,p,n,n,z,n,c,g,1
c,g,g,t,a,a,c,n,h,t,?,k,k,w,y,u,o,n,c,n,a,m,1
x,y,y,b,y,a,c,n,g,b,z,s,y,e,o,u,o,n,l,u,c,u,1
x,f,u,b,p,f,w,b,b,b,u,s,f,y,p,p,w,n,n,w,v,w,1
x,f,b,t,l,f,w,b,e,t,u,y,k,g,y,u,w,n,e,y,s,p,1
f,s,g,b,y,d,d,n,w,t,r,s,f,w,b,u,w,t,s,w,v,u,1
x,s,g,b,l,d,d,n,w,t,z,y,s,c,b,u,w,n,n,o,a,w,1
f,g,b,t,f,n,d,n,h,t,u,y,f,g,n,u,n,t,f,n,n,l,1
x,g,e,b,p,f,d,n,y,t,?,s,y,b,e,p,n,o,z,h,n,u,1
k,s,c,b,s,f,c,n,y,t,e,y,y,g,g,u,o,o,c,y,a,d,1
s,g,c,b,l,n,d,b,k,b,r,k,f,b,n,p,w,o,l,y,n,u,1
k,g,n,t,m,f,d,b,e,t,z,f,k,o,e,p,w,t,n,u,s,u,1
s,g,e,t,c,a,w,n,n,t,b,y,s,e,w,u,w,o,s,o,v,l,1
c,f,r,t,p,a,c,n,y,t,?,y,k,b,c,u,y,t,n,r,c,g,1
b,f,p,b,m,d,d,b,h,t,e,f,s,e,g,p,y,o,p,u,n,p,1
x,f,e,t,a,f,w,n,r,t,z,k,s,w,b,p,w,n,z,o,s,g,1
x,y,n,b,n,f,w,b,h,b,r,s,s,b,b,p,y,n,e,h,s,g,1
f,g,c,t,m,a,c,n,k,t,r,s,s,o,p,u,n,o,n,b,v,g,1
x,s,c,t,c,n,w,b,g,b,u,f,y,g,y,p,o,n,l,y,n,u,1
s,s,e,t,m,a,d,n,k,b,u,y,y,e,c,u,w,t,l,b,c,l,1
c,f,c,b,m,d,c,n,k,t,u,f,k,g,e,u,w,o,n,r,a,d,1
b,s,b,b,p,f,w,n,b,t,c,s,s,b,n,p,o,n,z,n,v,u,1
k,f,e,b,n,f,w,n,p,b,?,k,f,w,n,p,w,t,f,h,v,d,1
x,s,e,t,f,f,d,n,g,b,?,k,s,g,o,u,y,t,n,w,t,d,1
x,s,c,t,p,f,w,n,b,b,?,f,y,n,b,p,w,t,f,b,v,m,1
k,g,y,t,m,d,c,b,o,b,z,f,k,n,e,p,o,o,e,y,n,w,1
s,g,e,b,m,d,w,b,w,b,u,y,k,c,o,p,o,n,l,y,a,m,1
x,s,r,t,a,f,d,b,u,b,e,y,s,c,g,u,o,t,z,r,a,w,1
b,f,n,b,a,d,d,n,y,b,z,k,f,p,w,u,n,o,n,n,v,g,1
b,g,c,t,a,d,c,n,u,t,?,s,k,w,b,p,w,n,e,b,n,w,1
k,y,y,t,c,n,c,n,r,b,?,s,k,w,e,u,w,n,l,r,n,l,1
b,y,n,t,c,f,d,n,e,b,b,f,k,p,b,u,o,n,l,w,c,u,1
b,g,y,t,p,f,d,n,y,t,c,s,f,y,b,p,w,n,f,n,n,l,1
s,s,u,b,y,a,d,n,b,b,b,k,y,n,w,p,y,n,l,u,a,g,1
c,f,w,t,m,a,d,b,g,b,r,y,s,b,p,u,o,o,p,y,a,m,1
x,f,n,t,m,f,d,n,p,b,b,k,f,w,c,u,w,t,l,b,a,u,1
b,y,u,t,s,f,c,b,e,b,c,s,f,w,w,u,w,t,e,b,a,w,1
s,g,g,t,p,f,d,n,w,t,b,k,s,g,b,p,o,t,l,r,s,p,1
b,g,u,b,s,a,w,b,o,b,c,k,k,y,n,p,o,n,s,h,t,m,1
s,g,g,t,a,d,w,n,w,b,b,y,s,e,g,p,n,n,s,k,s,p,1
x,s,n,b,a,a,c,n,r,t,e,s,y,c,o,p,w,n,c,y,a,w,1
b,y,g,t,c,f,c,b,p,t,z,f,f,o,g,u,n,t,p,n,s,m,1
k,g,p,t,y,d,w,n,g,t,e,y,s,w,y,p,n,n,n,u,a,w,1
x,g,y,b,y,d,w,n,n,t,c,f,k,y,c,u,n,o,n,b,n,p,1
k,g,n,b,m,d,c,b,b,b,b,k,y,g,p,p,n,t,l,k,a,g,1
x,y,y,t,a,n,w,n,o,b,r,y,f,w,b,p,o,n,e,o,s,g,1
k,g,p,t,m,a,w,b,o,t,b,y,k,n,b,u,o,o,p,r,s,u,1
s,f,n,b,l,n,d,b,g,b,?,k,k,y,o,p,n,n,f,o,s,w,1
s,f,n,b,n,a,d,b,w,t,c,s,k,o,y,u,w,n,l,h,t,d,1
f,y,p,t,p,a,d,b,p,b,c,f,s,n,b,u,y,n,n,n,c,l,1
c,s,u,t,s,a,d,n,g,t,e,f,f,y,b,u,n,o,f,b,t,d,1
s,s,b,b,n,d,d,n,g,b,b,s,y,b,c,p,n,o,z,k,a,w,1
c,g,y,t,s,f,w,b,w,t,z,k,k,b,n,u,y,n,s,b,v,u,1
k,y,w,t,y,d,d,b,r,b,c,s,y,n,e,p,n,t,z,b,a,l,1
c,y,g,b,s,d,d,n,e,b,?,f,y,e,n,u,n,o,e,h,a,m,1
b,f,r,t,c,d,d,b,b,b,z,s,s,e,o,u,y,n,f,h,n,m,1
f,s,c,b,y,f,c,b,k,b,b,f,k,o,y,u,o,t,e,o,a,m,1
b,s,w,t,m,n,d,n,n,b,c,s,y,o,w,p,y,t,p,k,v,g,1
f,y,e,t,s,n,d,b,n,b,c,y,s,b,e,u,o,o,n,o,n,g,1
f,y,u,t,f,n,w,b,e,b,e,f,y,e,o,u,n,o,e,h,v,d,1
x,y,e,t,n,n,w,b,e,b,b,y,y,c,c,p,w,t,e,w,s,u,1
f,s,u,t,c,a,c,b,b,b,?,k,s,b,g,p,y,o,p,b,n,u,1
f,f,y,b,a,f,w,n,p,b,b,k,y,n,y,p,y,o,e,h,v,p,1
k,f,c,t,l,f,c,n,p,b,?,s,f,c,e,u,y,t,c,b,n,l,1
f,f,r,b,m,n,w,b,p,t,c,f,k,e,n,p,o,o,n,w,v,p,1
f,y,w,b,p,n,d,b,n,t,c,k,s,c,e,u,o,n,f,o,a,u,1
x,y,c,b,n,a,c,n,e,b,z,f,y,n,o,p,o,o,z,h,v,l,1
k,y,p,t,a,n,w,b,r,t,e,f,k,c,p,p,n,o,e,k,n,w,1
f,f,b,t,p,a,c,n,e,b,u,k,k,y,w,p,w,n,z,k,t,u,1
s,g,y,t,s,a,d,n,p,b,c,k,k,g,w,p,n,t,p,h,t,u,1
b,s,c,t,s,d,w,b,n,b,r,k,y,o,y,u,y,o,s,k,t,l,1
k,g,p,b,p,d,c,n,u,b,b,s,f,o,c,u,y,n,z,k,s,m,1
f,g,c,b,n,d,d,b,p,t,u,k,f,c,n,u,o,n,p,h,a,l,1
f,g,p,b,l,f,d,b,r,b,b,k,k,p,p,p,y,t,l,w,c,l,1
b,g,n,b,n,a,w,n,y,t,e,k,f,w,w,p,o,n,z,o,v,g,1
s,g,y,b,y,f,w,n,h,b,u,s,s,c,g,u,n,o,l,r,c,m,1
s,s,c,t,y,n,c,n,u,b,c,f,s,e,g,u,n,n,f,w,n,u,1
s,f,y,t,m,a,w,n,r,t,c,s,f,w,c,u,y,o,l,h,t,m,1
x,y,y,b,y,d,w,b,e,t,b,y,f,g,o,u,y,o,s,u,c,d,1
f,y,g,t,m,d,w,n,u,t,r,f,s,y,o,u,w,o,c,k,c,d,1
c,s,c,t,a,d,d,n,u,t,r,k,k,c,w,p,n,t,e,y,a,p,1
s,s,c,t,m,n,c,b,o,t,b,y,f,b,g,u,w,o,p,o,s,m,1
k,f,w,b,p,d,w,b,b,t,c,s,s,g,n,u,n,t,l,r,a,l,1
k,f,p,t,y,d,d,b,g,b,b,k,k,c,b,p,n,n,f,n,t,g,1
s,y,n,b,s,f,d,n,b,t,z,y,s,y,o,p,y,n,n,h,t,p,1
f,y,b,b,m,d,w,b,o,t,u,s,f,g,p,u,o,n,p,b,v,m,1
f,y,n,t,m,n,c,n,w,b,?,f,y,w,g,p,w,t,n,b,v,d,1
x,y,p,t,a,n,c,b,g,t,b,s,s,y,n,u,n,n,l,n,c,d,1
b,s,w,b,y,n,c,n,o,b,r,f,s,y,o,p,n,o,e,k,s,g,1
f,y,y,b,c,d,c,n,u,t,u,k,k,w,e,u,w,o,e,k,c,p,1
k,s,b,b,m,f,w,n,o,t,u,k,k,e,e,u,y,n,z,n,v,p,1
b,g,n,b,f,f,d,n,w,t,?,y,k,o,o,u,n,t,p,k,c,m,1
k,f,e,t,p,n,d,n,h,t,?,k,f,g,c,u,y,t,c,k,t,m,1
s,s,n,b,a,n,w,b,o,b,?,s,s,o,p,p,y,t,c,r,c,u,1
x,y,r,b,a,n,c,b,n,t,e,s,k,p,b,p,w,n,f,w,t,p,1
s,f,c,t,a,f,w,b,g,t,b,f,y,w,g,p,n,n,e,h,a,g,1
x,y,n,t,n,n,w,b,y,t,c,y,y,c,y,p,o,t,e,o,c,u,1
b,y,b,t,p,a,d,n,w,t,?,k,k,w,y,u,o,n,l,u,v,g,1
b,y,c,b,c,n,w,n,w,t,b,y,k,n,g,u,y,n,n,u,t,d,1
k,g,g,t,a,n,w,b,e,t,u,k,y,e,b,p,y,o,f,h,n,u,1
x,f,p,b,f,f,w,b,g,t,r,y,y,w,o,p,w,n,s,y,t,w,1
b,f,p,b,s,d,c,n,r,t,b,y,f,n,b,p,y,t,f,u,t,m,1
f,s,r,b,s,f,c,b,b,t,?,k,s,y,c,u,o,n,p,r,t,p,1
b,y,w,b,s,d,d,n,g,t,z,y,s,y,n,p,y,o,n,r,v,w,1
f,g,y,b,m,n,c,n,n,b,?,f,s,b,y,u,n,o,z,y,s,l,1
f,g,p,t,a,n,c,n,o,t,r,f,f,w,o,p,w,t,l,b,s,d,1
x,y,y,t,m,a,w,b,w,b,?,k,s,g,p,p,w,o,c,w,c,g,1
c,f,c,t,l,d,d,n,k,t,e,y,y,c,g,u,o,t,n,k,n,l,1
k,f,n,t,l,a,c,n,b,b,b,k,s,o,n,p,y,t,n,h,c,g,1
b,s,u,t,c,a,d,n,e,b,c,f,f,w,e,u,w,n,f,h,c,p,1
x,f,c,t,l,n,w,n,p,b,c,s,k,n,b,u,n,o,z,b,v,u,1
b,y,w,t,p,n,d,b,r,t,r,y,f,n,g,u,y,n,p,b,c,l,1
x,f,p,t,n,f,w,b,p,b,c,k,y,b,y,u,o,n,l,r,v,w,1
f,f,n,t,a,n,w,n,e,b,z,y,s,w,e,p,n,o,s,h,c,m,1
x,y,u,t,f,a,w,b,g,b,e,k,y,w,e,p,n,t,c,b,c,l,1
x,s,n,t,m,a,c,b,n,b,b,s,k,g,p,u,w,o,f,y,a,g,1
b,s,b,b,m,f,c,b,w,b,u,f,f,p,w,p,o,o,c,o,t,d,1
x,y,g,t,a,d,c,n,b,t,u,s,y,c,b,u,n,t,p,u,t,g,1
b,y,n,t,p,f,w,n,w,b,u,y,k,c,c,u,o,o,e,r,s,u,1
f,y,w,b,c,n,d,b,k,b,b,y,f,p,n,u,o,t,e,r,n,w,1
k,s,w,b,y,d,w,b,k,b,u,f,s,c,p,u,o,o,n,o,a,g,1
k,g,r,t,n,d,w,n,n,b,b,y,y,o,g,p,w,t,c,r,a,u,1
k,g,e,t,c,a,w,n,r,b,c,f,y,b,c,u,y,t,f,k,v,w,1
k,g,b,t,f,n,d,n,b,b,e,k,k,c,w,u,o,n,f,k,n,w,1
f,y,y,t,c,n,c,b,e,t,?,y,k,g,e,p,y,o,c,r,a,g,1
x,s,c,t,l,f,c,b,y,t,c,f,s,p,c,u,w,n,c,o,c,p,1
k,s,g,t,c,f,c,n,h,b,c,y,f,n,w,u,o,n,f,y,c,g,1
c,g,u,t,y,n,w,n,g,t,r,f,k,n,y,u,n,n,l,k,v,u,1
k,y,e,t,l,d,w,n,u,b,z,f,y,o,c,u,o,o,c,b,a,g,1
f,s,g,t,c,n,c,b,g,b,r,y,f,b,b,u,w,o,s,r,a,p,1
c,f,g,b,l,f,w,b,h,b,?,y,y,b,w,u,w,t,f,u,t,w,1
f,y,r,b,s,n,w,b,h,t,?,k,y,g,g,p,y,o,s,k,t,w,1
b,g,r,t,m,n,w,b,p,b,r,s,s,w,b,p,o,o,s,o,v,d,1
x,g,e,t,l,a,c,n,k,t,z,f,f,e,n,p,w,t,c,y,a,l,1
x,s,p,t,c,n,w,b,k,b,b,f,f,e,p,p,y,o,l,b,v,m,1
x,f,w,b,s,n,c,b,p,t,c,s,y,p,y,p,y,o,c,u,c,w,1
f,g,e,b,l,a,d,b,n,b,?,s,k,c,c,u,o,n,s,o,s,m,1
s,s,w,b,c,a,c,n,p,t,u,y,k,p,g,u,w,n,p,w,n,g,1
x,y,p,b,c,d,c,b,y,b,?,y,k,p,w,u,y,n,f,u,v,g,1
k,s,u,b,l,a,w,n,y,b,b,f,k,c,o,p,y,t,c,b,t,g,1
k,y,p,b,y,f,d,b,o,t,?,s,y,p,n,u,w,t,e,u,c,p,1
k,s,p,b,m,n,d,n,b,b,u,k,f,g,n,u,n,t,n,r,t,u,1
f,s,n,b,p,n,d,n,g,t,b,k,f,p,p,u,w,t,l,b,v,g,1
x,g,c,b,c,n,c,b,w,b,r,s,k,c,g,p,n,o,z,n,t,d,1
c,f,p,t,y,f,w,n,o,b,r,y,y,w,p,p,o,o,f,n,a,m,1
x,s,w,b,c,a,d,n,n,t,c,y,y,y,p,u,o,o,s,b,c,p,1
b,f,b,t,s,d,d,n,k,b,e,s,k,e,o,u,y,t,e,u,v,d,1
b,g,p,b,y,a,c,n,e,b,u,s,k,y,e,u,y,t,s,h,a,u,1
s,s,n,b,f,d,d,b,n,t,b,f,k,e,b,u,n,t,z,n,n,l,1
k,f,p,t,a,n,w,n,o,b,c,f,k,p,e,u,n,o,c,y,t,u,1
c,f,r,b,p,d,d,b,n,b,c,y,f,w,y,p,y,o,s,u,v,l,1
s,g,p,b,m,f,d,b,n,b,r,f,f,w,o,u,w,n,f,k,n,g,1
c,f,w,t,f,n,d,n,y,b,b,s,s,g,g,u,y,t,s,k,s,m,1
s,f,w,b,n,d,c,n,r,b,?,f,k,y,y,p,o,o,p,h,v,u,1
b,s,c,t,s,d,d,b,r,b,u,k,k,y,b,p,w,o,e,w,a,l,1
x,f,y,b,m,d,d,b,b,b,z,f,y,c,w,u,n,o,n,r,c,m,1
s,f,n,b,f,f,d,n,b,b,u,y,s,y,y,u,n,n,l,h,a,l,1
b,g,r,b,c,n,w,b,y,b,b,k,s,b,o,u,y,t,p,h,v,l,1
s,g,w,t,a,n,d,b,u,b,e,y,f,p,w,u,o,o,z,b,t,l,1
c,y,p,t,a,n,w,n,p,t,c,s,k,n,w,p,w,o,z,b,c,d,1
f,s,r,t,l,n,d,b,g,t,c,y,f,n,p,p,n,o,z,w,v,g,1
k,g,e,b,f,n,d,n,h,b,e,s,k,o,e,p,o,o,l,h,c,g,1
b,y,e,t,y,d,c,n,r,t,b,f,k,w,o,u,w,n,l,r,v,w,1
s,y,g,t,s,f,c,b,p,b,e,f,y,n,e,u,y,o,s,w,t,m,1
k,s,p,b,y,f,w,n,w,t,r,y,f,g,e,p,y,n,z,h,n,m,1
f,f,n,t,n,a,c,b,w,b,b,s,f,g,e,p,w,o,f,y,c,l,1
c,y,r,t,p,a,c,n,b,b,c,s,k,e,n,u,n,o,n,h,c,d,1
c,y,e,b,s,f,c,n,g,t,c,s,k,e,e,u,o,t,s,w,n,p,1
s,g,e,b,n,d,w,n,n,t,b,s,y,p,n,u,y,t,f,b,v,l,1
b,y,e,t,m,a,c,b,n,t,?,k,f,w,g,u,o,o,n,h,v,w,1
f,y,n,b,s,a,c,b,o,b,r,y,f,c,g,p,y,o,e,k,n,d,1
x,y,e,t,l,a,c,b,y,b,c,s,s,e,o,u,n,o,p,o,c,g,1
f,y,g,b,c,a,w,n,r,b,z,k,k,e,g,u,n,o,f,r,t,p,1
k,g,r,b,n,a,c,n,o,b,z,f,k,b,b,u,w,n,n,h,v,w,1
b,g,g,t,y,f,w,n,u,b,r,f,s,w,c,u,y,o,l,n,a,d,1
b,s,u,b,m,d,d,b,o,t,c,k,y,p,p,p,n,o,s,o,v,u,1
k,f,e,t,a,n,d,n,k,t,u,f,f,w,p,p,o,t,l,n,n,p,1
x,y,u,t,c,n,w,b,k,b,b,f,s,w,w,p,w,n,e,r,s,d,1
k,f,p,b,l,a,w,n,e,b,r,y,f,w,e,p,n,n,c,r,t,l,1
b,y,y,b,n,f,d,b,r,t,e,f,s,o,w,u,n,o,f,u,v,u,1
x,y,w,t,p,d,w,b,w,b,e,y,s,n,n,p,n,t,f,n,t,d,1
k,g,r,t,f,n,w,b,r,b,b,k,k,p,b,p,w,t,s,o,n,l,1
f,y,w,b,s,a,w,n,p,t,u,s,f,y,o,p,y,o,c,b,s,w,1
k,s,p,b,m,a,w,b,w,t,e,y,s,e,o,p,y,n,e,k,a,m,1
s,f,e,b,p,a,d,b,h,t,u,y,y,n,n,p,y,t,e,y,v,w,1
s,s,g,b,l,f,d,b,b,t,b,y,y,p,b,p,o,n,s,k,t,g,1
f,y,e,t,l,f,c,b,h,t,z,k,y,y,w,p,o,o,f,u,c,u,1
x,s,b,t,l,a,c,n,y,t,e,y,k,y,p,p,n,t,z,w,n,u,1
x,s,u,b,y,d,d,n,u,b,z,y,y,w,n,u,w,n,e,y,t,d,1
c,f,b,b,n,a,d,b,r,b,b,s,k,p,o,u,o,o,p,n,c,p,1
f,g,e,t,f,d,d,b,p,t,u,f,f,e,b,u,n,t,f,y,c,g,1
b,g,e,b,a,n,d,b,u,t,?,k,y,w,w,p,n,n,s,k,a,d,1
f,f,w,t,l,d,d,n,b,t,?,f,y,o,n,u,w,o,l,h,t,p,1
c,y,e,t,p,n,d,n,b,t,e,f,k,b,g,p,n,n,s,o,c,w,1
f,s,r,b,m,n,w,n,p,t,u,k,y,o,g,u,o,t,e,w,v,p,1
b,f,n,t,n,a,c,b,b,t,e,k,s,n,o,u,y,o,l,b,a,m,1
s,s,u,t,s,a,c,b,p,b,c,s,k,e,n,u,o,o,z,w,c,w,1
c,g,u,t,c,f,c,b,p,b,u,y,f,o,n,p,o,o,s,k,t,m,1
s,f,r,t,c,d,c,b,p,t,z,y,s,w,c,p,w,n,s,n,n,d,1
c,f,c,b,l,f,c,b,n,b,?,k,y,e,w,u,n,t,e,u,n,g,1
f,f,u,t,m,d,c,b,h,t,z,s,f,n,e,u,y,t,f,w,n,p,1
b,s,u,t,c,a,c,n,o,t,e,y,k,g,c,p,w,t,f,y,a,d,1
c,s,c,t,f,a,w,n,e,t,e,f,y,e,b,u,w,o,l,y,v,m,1
k,g,p,b,l,f,c,b,p,b,z,f,f,y,e,u,n,t,p,h,s,d,1
x,g,w,b,a,n,c,n,k,t,e,s,f,y,o,p,o,n,c,k,v,w,1
b,y,w,b,m,a,d,n,p,b,e,f,y,b,e,u,n,n,f,w,t,d,1
x,f,b,b,p,n,w,b,w,b,?,y,k,n,o,p,n,n,e,n,s,m,1
f,f,g,t,s,d,d,n,r,b,u,y,f,p,w,u,w,t,c,o,s,p,1
f,g,c,b,a,n,d,n,p,b,b,k,s,b,b,p,n,n,c,o,c,p,1
